Date	End Time	Wind Speed	Vestas 126 3.3MW Power Output	Vestas 126 3.3MW Operating Status	GAMESA 114 2.5MW Power Output	GAMESA 114 2.5MW Operating Status	Grid Purchases	Grid Sales	Total Electrical Load Served	Renewable Penetration	Excess Electrical Production	Capacity Shortage	Total Renewable Power Output	Inverter Power Input	Inverter Power Output	Rectifier Power Input	Rectifier Power Output	GS200 z20 Maximum Charge Power	GS200 z20 Maximum Discharge Power	GS200 z20 Charge Power	GS200 z20 Discharge Power	GS200 z20 Input Power	GS200 z20 Energy Content	GS200 z20 State of Charge	GS200 z20 Energy Cost	AC Required Operating Capacity	DC Required Operating Capacity	AC Operating Capacity	DC Operating Capacity	Battery Delta Q	Cost Per Hour
		m/s	kW	status	kW	status	kW	kW	kW	%	kW	kW	kW	kW	kW	kW	kW	kW	kW	kW	kW	kW	kWh	%	$/kWh	kW	kW	kW	kW	?	$
Jan 5	1:00	2.193	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Jan 5	2:00	0.998	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Jan 5	3:00	1.185	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Jan 5	4:00	0.923	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Jan 5	5:00	2.360	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Jan 5	6:00	1.771	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Jan 5	7:00	1.894	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Jan 5	8:00	2.436	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Jan 5	9:00	3.764	1770.960	0.000	3876.908	0.000	0.000	5647.868	5647.868	100.000	0.000	0.000	5647.868	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	2823.934	0.000	5657.868	1423.025	0.000	-564.787
Jan 5	10:00	4.083	2402.117	0.000	5171.312	0.000	0.000	7573.429	7573.429	100.000	0.000	0.000	7573.429	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	3786.715	0.000	7583.429	1423.025	0.000	-757.343
Jan 5	11:00	5.462	5655.535	0.000	9338.580	0.000	0.000	14994.115	14994.115	100.000	0.000	0.000	14994.115	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	7497.058	0.000	15004.115	1423.025	0.000	-1499.411
Jan 5	12:00	6.704	10965.911	0.000	16634.291	0.000	0.000	27600.203	27600.203	100.000	0.000	0.000	27600.203	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	13800.102	0.000	27610.203	1423.025	0.000	-2760.020
Jan 5	13:00	7.996	17705.006	0.000	22125.094	0.000	0.000	39830.102	39830.102	100.000	0.000	0.000	39830.102	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	19915.051	0.000	39840.102	1423.025	0.000	-3983.010
Jan 5	14:00	9.221	26825.814	0.000	25963.084	0.000	0.000	52788.898	52788.898	100.000	0.000	0.000	52788.898	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	26394.449	0.000	52798.898	1423.025	0.000	-5278.890
Jan 5	15:00	8.444	20790.385	0.000	23172.758	0.000	0.000	43963.141	43963.141	100.000	0.000	0.000	43963.141	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	21981.570	0.000	43973.141	1423.025	0.000	-4396.314
Jan 5	16:00	7.385	14249.640	0.000	19924.266	0.000	0.000	34173.906	34173.906	100.000	0.000	0.000	34173.906	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	17086.953	0.000	34183.906	1423.025	0.000	-3417.391
Jan 5	17:00	6.681	10855.477	0.000	16460.188	0.000	0.000	27315.664	27315.664	100.000	0.000	0.000	27315.664	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	13657.832	0.000	27325.664	1423.025	0.000	-2731.566
Jan 5	18:00	6.753	11203.551	0.000	17008.934	0.000	0.000	28212.484	28212.484	100.000	0.000	0.000	28212.484	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	14106.242	0.000	28222.484	1423.025	0.000	-2821.249
Jan 5	19:00	5.496	5756.141	0.000	9419.916	0.000	0.000	15176.057	15176.057	100.000	0.000	0.000	15176.057	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	7588.028	0.000	15186.057	1423.025	0.000	-1517.606
Jan 5	20:00	4.385	2983.501	0.000	6228.883	0.000	0.000	9212.384	9212.384	100.000	0.000	0.000	9212.384	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	4606.192	0.000	9222.384	1423.025	0.000	-921.238
Jan 5	21:00	4.983	4271.995	0.000	8220.029	0.000	0.000	12492.023	12492.023	100.000	0.000	0.000	12492.023	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	6246.012	0.000	12502.023	1423.025	0.000	-1249.202
Jan 5	22:00	6.402	9513.729	0.000	14344.896	0.000	0.000	23858.625	23858.625	100.000	0.000	0.000	23858.625	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	11929.313	0.000	23868.625	1423.025	0.000	-2385.863
Jan 5	23:00	8.118	18545.977	0.000	22410.650	0.000	0.000	40956.625	40956.625	100.000	0.000	0.000	40956.625	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	20478.313	0.000	40966.625	1423.025	0.000	-4095.663
Jan 6	0:00	8.302	19810.854	0.000	22840.150	0.000	0.000	42651.004	42651.004	100.000	0.000	0.000	42651.004	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	21325.502	0.000	42661.004	1423.025	0.000	-4265.101
Jan 6	1:00	8.287	19704.047	0.000	22803.883	0.000	0.000	42507.930	42507.930	100.000	0.000	0.000	42507.930	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	21253.965	0.000	42517.930	1423.025	0.000	-4250.793
Jan 6	2:00	4.028	2295.323	0.000	4977.047	0.000	0.000	7272.371	7272.371	100.000	0.000	0.000	7272.371	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	3636.185	0.000	7282.371	1423.025	0.000	-727.237
Jan 6	3:00	4.563	3326.707	0.000	6853.194	0.000	0.000	10179.901	10179.901	100.000	0.000	0.000	10179.901	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	5089.951	0.000	10189.901	1423.025	0.000	-1017.990
Jan 6	4:00	3.535	1298.446	0.000	2807.268	0.000	0.000	4105.714	4105.714	100.000	0.000	0.000	4105.714	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	2052.857	0.000	4115.714	1423.025	0.000	-410.571
Jan 6	5:00	2.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Jan 6	6:00	1.268	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Jan 6	7:00	0.666	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Jan 6	8:00	1.119	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Jan 6	9:00	1.633	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Jan 6	10:00	2.403	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Jan 6	11:00	2.972	135.085	0.000	173.747	0.000	0.000	308.831	308.831	100.000	0.000	0.000	308.831	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	154.416	0.000	318.831	1423.025	0.000	-30.883
Jan 6	12:00	4.432	3075.964	0.000	6397.078	0.000	0.000	9473.042	9473.042	100.000	0.000	0.000	9473.042	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	4736.521	0.000	9483.042	1423.025	0.000	-947.304
Jan 6	13:00	4.072	2380.298	0.000	5131.623	0.000	0.000	7511.921	7511.921	100.000	0.000	0.000	7511.921	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	3755.960	0.000	7521.921	1423.025	0.000	-751.192
Jan 6	14:00	5.706	6361.549	0.000	9909.372	0.000	0.000	16270.921	16270.921	100.000	0.000	0.000	16270.921	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	8135.460	0.000	16280.921	1423.025	0.000	-1627.092
Jan 6	15:00	1.952	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Jan 6	16:00	2.726	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	0.000	0.000	10.000	1423.025	0.000	0.000
Jan 6	17:00	6.899	11905.128	0.000	17934.021	0.000	0.000	29839.148	29839.148	100.000	0.000	0.000	29839.148	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	14919.574	0.000	29849.148	1423.025	0.000	-2983.915
Jan 6	18:00	8.174	18929.986	0.000	22541.045	0.000	0.000	41471.031	41471.031	100.000	0.000	0.000	41471.031	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	20735.516	0.000	41481.031	1423.025	0.000	-4147.103
Jan 6	19:00	8.571	21663.592	0.000	23469.262	0.000	0.000	45132.852	45132.852	100.000	0.000	0.000	45132.852	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	22566.426	0.000	45142.852	1423.025	0.000	-4513.285
Jan 6	20:00	6.710	10997.551	0.000	16684.168	0.000	0.000	27681.719	27681.719	100.000	0.000	0.000	27681.719	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	13840.859	0.000	27691.719	1423.025	0.000	-2768.172
Jan 6	21:00	5.500	5767.479	0.000	9429.084	0.000	0.000	15196.563	15196.563	100.000	0.000	0.000	15196.563	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	7598.281	0.000	15206.563	1423.025	0.000	-1519.656
Jan 6	22:00	7.352	14090.037	0.000	19788.777	0.000	0.000	33878.813	33878.813	100.000	0.000	0.000	33878.813	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	16939.406	0.000	33888.813	1423.025	0.000	-3387.881
Jan 6	23:00	7.500	14805.639	0.000	20396.250	0.000	0.000	35201.891	35201.891	100.000	0.000	0.000	35201.891	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	17600.945	0.000	35211.891	1423.025	0.000	-3520.189
Jan 7	0:00	7.334	14002.845	0.000	19714.764	0.000	0.000	33717.609	33717.609	100.000	0.000	0.000	33717.609	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	16858.805	0.000	33727.609	1423.025	0.000	-3371.761
Jan 7	1:00	7.010	12441.394	0.000	18389.256	0.000	0.000	30830.648	30830.648	100.000	0.000	0.000	30830.648	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	15415.324	0.000	30840.648	1423.025	0.000	-3083.065
Jan 7	2:00	7.658	15567.937	0.000	21043.359	0.000	0.000	36611.297	36611.297	100.000	0.000	0.000	36611.297	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	18305.648	0.000	36621.297	1423.025	0.000	-3661.130
Jan 7	3:00	6.543	10191.505	0.000	15413.423	0.000	0.000	25604.928	25604.928	100.000	0.000	0.000	25604.928	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	12802.464	0.000	25614.928	1423.025	0.000	-2560.493
Jan 7	4:00	9.223	26849.143	0.000	25976.281	0.000	0.000	52825.422	52825.422	100.000	0.000	0.000	52825.422	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	26412.711	0.000	52835.422	1423.025	0.000	-5282.542
Jan 7	5:00	7.316	13915.005	0.000	19640.195	0.000	0.000	33555.199	33555.199	100.000	0.000	0.000	33555.199	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	16777.600	0.000	33565.199	1423.025	0.000	-3355.520
Jan 7	6:00	6.283	8936.783	0.000	13435.333	0.000	0.000	22372.117	22372.117	100.000	0.000	0.000	22372.117	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	11186.059	0.000	22382.117	1423.025	0.000	-2237.212
Jan 7	7:00	5.095	4595.770	0.000	8481.792	0.000	0.000	13077.563	13077.563	100.000	0.000	0.000	13077.563	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	6538.781	0.000	13087.563	1423.025	0.000	-1307.756
Jan 7	8:00	4.445	3099.997	0.000	6440.796	0.000	0.000	9540.794	9540.794	100.000	0.000	0.000	9540.794	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	4770.397	0.000	9550.794	1423.025	0.000	-954.079
Jan 7	9:00	5.798	6628.831	0.000	10125.461	0.000	0.000	16754.293	16754.293	100.000	0.000	0.000	16754.293	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	8377.146	0.000	16764.293	1423.025	0.000	-1675.429
Jan 7	10:00	7.078	12771.968	0.000	18669.877	0.000	0.000	31441.844	31441.844	100.000	0.000	0.000	31441.844	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	15720.922	0.000	31451.844	1423.025	0.000	-3144.184
Jan 7	11:00	8.214	19204.496	0.000	22634.258	0.000	0.000	41838.754	41838.754	100.000	0.000	0.000	41838.754	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	20919.377	0.000	41848.754	1423.025	0.000	-4183.875
Jan 7	12:00	7.239	13547.326	0.000	19328.078	0.000	0.000	32875.406	32875.406	100.000	0.000	0.000	32875.406	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	16437.703	0.000	32885.406	1423.025	0.000	-3287.541
Jan 7	13:00	10.370	36322.180	0.000	28585.330	0.000	0.000	64907.508	64907.508	100.000	0.000	0.000	64907.508	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	32453.754	0.000	64917.508	1423.025	0.000	-6490.751
Jan 7	14:00	10.812	39331.348	0.000	28585.330	0.000	0.000	67916.680	67916.680	100.000	0.000	0.000	67916.680	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	33958.340	0.000	67926.680	1423.025	0.000	-6791.668
Jan 7	15:00	11.607	42615.730	0.000	28585.330	0.000	0.000	70000.000	70000.000	101.716	1201.063	0.000	71201.063	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	35600.531	0.000	71211.063	1423.025	0.000	0.000
Jan 7	16:00	10.183	34778.945	0.000	28585.330	0.000	0.000	63364.273	63364.273	100.000	0.000	0.000	63364.273	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	31682.137	0.000	63374.273	1423.025	0.000	-6336.427
Jan 7	17:00	10.785	39220.316	0.000	28585.330	0.000	0.000	67805.648	67805.648	100.000	0.000	0.000	67805.648	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	33902.824	0.000	67815.648	1423.025	0.000	-6780.565
Jan 7	18:00	13.054	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Jan 7	19:00	11.338	41504.188	0.000	28585.330	0.000	0.000	70000.000	70000.000	100.128	89.516	0.000	70089.516	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	35044.758	0.000	70099.516	1423.025	0.000	0.000
Jan 7	20:00	10.644	38583.555	0.000	28585.330	0.000	0.000	67168.883	67168.883	100.000	0.000	0.000	67168.883	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	33584.441	0.000	67178.883	1423.025	0.000	-6716.888
Jan 7	21:00	10.147	34481.820	0.000	28585.330	0.000	0.000	63067.148	63067.148	100.000	0.000	0.000	63067.148	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	31533.574	0.000	63077.148	1423.025	0.000	-6306.715
Jan 7	22:00	7.508	14844.521	0.000	20429.258	0.000	0.000	35273.781	35273.781	100.000	0.000	0.000	35273.781	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	17636.891	0.000	35283.781	1423.025	0.000	-3527.378
Jan 7	23:00	6.153	8314.239	0.000	12453.885	0.000	0.000	20768.125	20768.125	100.000	0.000	0.000	20768.125	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	10384.063	0.000	20778.125	1423.025	0.000	-2076.813
Jan 8	0:00	7.295	13814.905	0.000	19555.223	0.000	0.000	33370.129	33370.129	100.000	0.000	0.000	33370.129	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	16685.064	0.000	33380.129	1423.025	0.000	-3337.013
Jan 8	1:00	7.011	12448.079	0.000	18394.930	0.000	0.000	30843.008	30843.008	100.000	0.000	0.000	30843.008	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	15421.504	0.000	30853.008	1423.025	0.000	-3084.301
Jan 8	2:00	7.332	13996.422	0.000	19709.311	0.000	0.000	33705.734	33705.734	100.000	0.000	0.000	33705.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	16852.867	0.000	33715.734	1423.025	0.000	-3370.573
Jan 8	3:00	10.428	36805.664	0.000	28585.330	0.000	0.000	65390.992	65390.992	100.000	0.000	0.000	65390.992	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	32695.496	0.000	65400.992	1423.025	0.000	-6539.099
Jan 8	4:00	14.364	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Jan 8	5:00	13.506	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Jan 8	6:00	15.318	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Jan 8	7:00	13.665	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Jan 8	8:00	17.403	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Jan 8	9:00	10.720	38951.078	0.000	28585.330	0.000	0.000	67536.406	67536.406	100.000	0.000	0.000	67536.406	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	33768.203	0.000	67546.406	1423.025	0.000	-6753.641
Jan 8	10:00	11.280	41262.664	0.000	28585.330	0.000	0.000	69847.992	69847.992	100.000	0.000	0.000	69847.992	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	34923.996	0.000	69857.992	1423.025	0.000	-6984.799
Jan 8	11:00	10.903	39704.563	0.000	28585.330	0.000	0.000	68289.891	68289.891	100.000	0.000	0.000	68289.891	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	34144.945	0.000	68299.891	1423.025	0.000	-6828.989
Jan 8	12:00	15.143	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Jan 8	13:00	13.802	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Jan 8	14:00	16.249	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Jan 8	15:00	15.531	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Jan 8	16:00	14.486	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Jan 8	17:00	13.200	44021.406	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.724	2606.734	0.000	72606.734	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36303.367	0.000	72616.734	1423.025	0.000	0.000
Jan 8	18:00	12.253	43552.184	0.000	28585.330	0.000	0.000	70000.000	70000.000	103.054	2137.516	0.000	72137.516	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	36068.758	0.000	72147.516	1423.025	0.000	0.000
Jan 8	19:00	10.517	37539.078	0.000	28585.330	0.000	0.000	66124.406	66124.406	100.000	0.000	0.000	66124.406	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	33062.203	0.000	66134.406	1423.025	0.000	-6612.441
Jan 8	20:00	9.048	25397.898	0.000	25154.982	0.000	0.000	50552.883	50552.883	100.000	0.000	0.000	50552.883	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	25276.441	0.000	50562.883	1423.025	0.000	-5055.289
Jan 8	21:00	6.485	9911.748	0.000	14972.383	0.000	0.000	24884.131	24884.131	100.000	0.000	0.000	24884.131	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	12442.065	0.000	24894.131	1423.025	0.000	-2488.413
Jan 8	22:00	6.977	12282.650	0.000	18254.500	0.000	0.000	30537.150	30537.150	100.000	0.000	0.000	30537.150	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	15268.575	0.000	30547.150	1423.025	0.000	-3053.715
Jan 8	23:00	7.123	12987.232	0.000	18852.613	0.000	0.000	31839.846	31839.846	100.000	0.000	0.000	31839.846	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	15919.923	0.000	31849.846	1423.025	0.000	-3183.985
Jan 9	0:00	4.809	3802.469	0.000	7718.634	0.000	0.000	11521.103	11521.103	100.000	0.000	0.000	11521.103	0.000	0.000	0.000	0.000	0.000	1423.025	0.000	0.000	0.000	3000.000	100.000	0.000	5760.551	0.000	11531.103	1423.025	0.000	-1152.110
